name,category,description,price,unit,availability,seasonStart,seasonEnd,best_before,stock,stock_alert_threshold,allergens,organic,surplus,discount_percentage,discount_expiry,discount note,images
Product 179,preserve,"Handcrafted preserve made from locally sourced fruit, carefully cooked to retain natural flavour.",34.34,l,available,november,march,2026-03-24,349,,,True,True,0,,,
Product 180,vegetable,"Locally grown seasonal vegetables harvested at peak freshness, full of flavour and nutrients.",34.69,dozen,available,january,august,2026-04-03,143,,,True,True,0,,,
Product 181,vegetable,"Locally grown seasonal vegetables harvested at peak freshness, full of flavour and nutrients.",26.59,l,available,january,may,2026-03-29,81,,,True,True,0,,,
Product 182,preserve,"Handcrafted preserve made from locally sourced fruit, carefully cooked to retain natural flavour.",14.08,pcs,available,february,february,2026-03-31,381,,,True,True,0,,,
Product 183,fruit,"Limited seasonal speciality available for a short time, celebrating the best of local harvests.",26.1,pcs,available,november,december,2026-04-03,75,,,True,True,0,,,
Product 184,bakery,Artisan baked goods prepared in small batches using slow fermentation and quality ingredients.,33.24,pcs,available,june,november,2026-03-30,200,,,True,True,0,,,
Product 185,vegetable,"Locally grown seasonal vegetables harvested at peak freshness, full of flavour and nutrients.",42.78,l,unavailable,february,october,2026-04-04,465,,,True,True,0,,,
Product 186,vegetable,"Locally grown seasonal vegetables harvested at peak freshness, full of flavour and nutrients.",27.2,pcs,available all year,april,april,2026-03-24,219,,,True,True,0,,,
Product 187,vegetable,"Locally grown seasonal vegetables harvested at peak freshness, full of flavour and nutrients.",43.33,pcs,available,november,may,2026-04-04,334,,,True,True,0,,,
Product 188,fruit,"Limited seasonal speciality available for a short time, celebrating the best of local harvests.",14.77,pcs,unavailable,august,july,2026-03-27,324,,,True,True,0,,,
Product 189,preserve,"Handcrafted preserve made from locally sourced fruit, carefully cooked to retain natural flavour.",22.31,kg,unavailable,august,may,2026-04-03,201,,,True,True,0,,,
Product 190,dairy,"Creamy, farm-produced dairy item made using traditional methods and locally sourced milk.",2.37,pcs,unavailable,july,august,2026-04-01,62,,,True,True,0,,,
Product 191,bakery,Artisan baked goods prepared in small batches using slow fermentation and quality ingredients.,4.67,dozen,available,june,july,2026-03-27,464,,,True,True,0,,,
Product 192,dairy,"Creamy, farm-produced dairy item made using traditional methods and locally sourced milk.",18.92,pcs,unavailable,october,march,2026-03-29,382,,,True,True,0,,,
Product 193,vegetable,"Locally grown seasonal vegetables harvested at peak freshness, full of flavour and nutrients.",30.1,dozen,available,july,march,2026-03-27,140,,,True,True,0,,,
Product 194,vegetable,"Locally grown seasonal vegetables harvested at peak freshness, full of flavour and nutrients.",33.2,kg,available all year,november,april,2026-03-24,73,,,True,True,0,,,
Product 195,vegetable,"Locally grown seasonal vegetables harvested at peak freshness, full of flavour and nutrients.",11.47,dozen,unavailable,july,december,2026-03-26,276,,,True,True,0,,,
Product 196,fruit,"Limited seasonal speciality available for a short time, celebrating the best of local harvests.",41.79,l,available,july,july,2026-03-30,411,,,True,True,0,,,
Product 197,fruit,"Limited seasonal speciality available for a short time, celebrating the best of local harvests.",31.04,pcs,available,january,march,2026-03-25,92,,,True,True,0,,,
Product 198,bakery,Artisan baked goods prepared in small batches using slow fermentation and quality ingredients.,34.88,pcs,available,march,january,2026-04-03,55,,,True,True,0,,,
Product 199,vegetable,"Locally grown seasonal vegetables harvested at peak freshness, full of flavour and nutrients.",47.55,kg,available,april,june,2026-04-02,161,,,True,True,0,,,
Product 200,vegetable,"Locally grown seasonal vegetables harvested at peak freshness, full of flavour and nutrients.",6.34,dozen,available,june,january,2026-04-01,388,,,True,True,0,,,
